EmployeeID,FirstName,LastName,Department,HireDate,Salary,Status
1047,Craig,Gutierrez,Legal,2016-02-14,89847,Terminated
1048,Joshua,Newton,IT,2019-03-10,98653,Active
1049,Cynthia,Conley,Operations,2019-01-31,126072,Active
1050,Michael,Evans,Operations,2016-09-13,96622,Active
1051,Mitchell,Hardy,IT,2015-04-23,67810,Active
1052,Jason,Stewart,Operations,2019-01-01,117842,Active
1053,Joseph,Herrera,Finance,2022-03-01,50503,Active
1054,Sharon,Clark,Sales,2024-04-04,124761,Active
1055,Deborah,Jennings,IT,2024-10-19,76976,Active
1056,Chelsea,Marsh,Sales,2015-12-01,51590,Active
1057,George,Barron,Legal,2015-05-23,50886,Active
1058,Jessica,Gomez,HR,2019-05-22,52866,Active
1059,Frank,Montes,Finance,2016-02-08,106624,Active
1060,Noah,Ramirez,Marketing,2016-06-10,108899,Active
1061,Veronica,Johnson,Finance,2016-02-07,72792,Active
1062,Danielle,Terrell,IT,2017-04-17,49764,Active
1063,Angela,Sims,Marketing,2022-08-07,126156,Active
1064,Gabrielle,Kirby,HR,2018-03-18,82727,Active
1065,Megan,Duncan,IT,2019-12-11,118471,Active
1066,Kimberly,Price,Engineering,2015-11-18,48068,Active
1067,Jeremy,Larson,Sales,2020-06-24,47295,Active
1068,Antonio,Hancock,HR,2021-01-31,81160,Active
1069,Leslie,Walton,Sales,2019-04-17,51390,Active
1070,Joseph,Thornton,Operations,2020-02-10,146752,Active
1071,Jason,Edwards,Engineering,2017-05-06,60131,Active
1072,Sherri,Johnson,Engineering,2021-11-26,134754,Terminated
1073,Nancy,Gutierrez,HR,2023-04-13,115969,Active
1074,Leonard,Crawford,Engineering,2017-03-21,55038,Active
1075,Diana,Young,Marketing,2016-06-11,92327,Active
1076,Randall,Hayes,Engineering,2016-06-08,133718,Active
1077,Robin,Sampson,Sales,2019-05-24,117064,Terminated
1078,Stephen,Robinson,Sales,2024-05-21,61281,Active
1079,Joseph,Turner,IT,2018-08-22,94189,Active
1080,John,Rodriguez,Sales,2023-07-23,88511,Active
1081,Anna,Glover,IT,2021-03-18,48605,Active
1082,Jose,Strickland,Sales,2018-11-19,140318,Active
1083,Brenda,Gentry,Marketing,2022-09-07,41381,Active
1084,Rachael,Wallace,Legal,2020-04-15,106634,Active
1085,Reginald,Johnson,IT,2021-05-19,59810,Active
1086,Jeffrey,Webb,Finance,2024-07-08,64322,Active
1087,Whitney,Porter,Operations,2020-02-12,81869,Terminated
1088,William,Lee,HR,2019-04-17,72955,Active
1089,Christopher,Mclean,Sales,2024-02-06,101388,Active
1090,Brandon,Oconnor,Engineering,2019-09-09,50207,Active
1091,Daniel,Mills,Legal,2020-07-24,127329,Active
1092,Courtney,Rowe,Sales,2024-05-07,107628,Active
1093,Laura,Thomas,Engineering,2023-09-14,68220,Active
1094,Robert,Wiggins,Operations,2016-11-29,124050,Active
1095,Bryan,Short,Operations,2016-01-21,143546,Active
1096,Patrick,Hurley,Operations,2021-01-12,114085,On Leave
1097,Wendy,Rhodes,Engineering,2022-02-15,62031,Active
1098,Allison,Anderson,Sales,2023-05-30,110721,Active
1099,Tasha,Hardy,Operations,2019-11-24,120807,Terminated
1100,Michelle,Stevens,Marketing,2016-06-21,111312,Active
1101,Alexander,Reeves,IT,2018-08-07,99766,Active
1102,Jennifer,Boyd,Engineering,2017-06-21,52449,Active
1103,Erin,Smith,Engineering,2024-01-01,129833,Active
1104,Amanda,Randolph,Sales,2019-01-22,96699,On Leave
1105,Joseph,Mcdaniel,Engineering,2020-04-28,146127,On Leave
1106,Danielle,Wheeler,Engineering,2024-07-18,121253,Active
1107,Daniel,Miller,Operations,2018-09-21,145659,Active
1108,Ryan,Owens,Sales,2017-03-23,144769,Active
1109,Shawn,Williams,Operations,2021-06-21,86092,Active
1110,Stephanie,Meyer,IT,2017-07-21,103671,Active
1111,Nancy,Hopkins,Legal,2015-09-30,50350,Active
1112,Jose,Edwards,IT,2019-02-19,136158,On Leave
1113,Vincent,Lane,Legal,2022-08-17,140859,Terminated
1114,Guy,Collins,Operations,2022-11-09,108487,Active
1115,Rita,Mcclain,IT,2017-01-29,57622,Active
1116,Monica,Flores,Sales,2015-07-02,110263,Active
1117,Kenneth,Lee,HR,2023-08-17,93117,Active
1118,Danielle,Hill,Operations,2015-09-17,143990,Active
1119,Chelsea,Flores,Legal,2019-09-26,98394,Active
1120,Eric,Alexander,Marketing,2019-11-13,142005,Active
1121,Kathryn,Wilson,Legal,2021-09-03,141084,Active
1122,Amber,Hernandez,Marketing,2020-03-31,63782,Active
1123,Kimberly,Hill,Engineering,2016-07-29,68454,Terminated
1124,Alyssa,Smith,IT,2016-02-26,107904,Active
1125,Aaron,Dean,Marketing,2019-11-20,55592,Active
1126,Mario,Palmer,Legal,2021-09-01,62173,Active
1127,Andrew,Clark,Engineering,2023-07-26,73204,Active
1128,Sarah,Bell,HR,2015-06-17,75596,On Leave
1129,Natasha,Flores,Sales,2021-08-24,74324,Active
1130,Marie,Thomas,Sales,2021-09-06,101202,Active
1131,Kyle,Bush,Sales,2022-09-10,129400,Active
1132,Brian,Campbell,Marketing,2015-11-22,70750,Active
1133,Natalie,Sanchez,HR,2018-12-15,116112,Active
1134,Stacey,Jones,Marketing,2018-08-21,56566,Active
1135,Christopher,Austin,IT,2021-08-04,47190,Active
1136,Todd,Morgan,Marketing,2018-04-10,128607,Active
1137,Chad,Wallace,HR,2022-06-21,78333,Active
1138,Kathleen,Anderson,HR,2024-03-12,120905,Active
1139,Katie,Ruiz,IT,2016-01-10,129571,Active
1140,David,Lowe,HR,2020-04-30,41589,Active
1141,Thomas,Rodriguez,Legal,2015-09-02,65235,Terminated
1142,Andrea,Brown,HR,2024-05-08,40159,Terminated
1143,Joseph,Simmons,Sales,2021-01-20,52145,Active
1144,Monique,White,Legal,2015-07-31,120909,Active
1145,Rodney,Carlson,Legal,2020-11-09,71921,Active
1146,Jason,Watkins,IT,2019-08-09,144859,Active
1147,Amber,Huff,Finance,2018-10-27,56237,Active
1148,Jessica,Lyons,Finance,2015-08-08,147507,Active
1149,James,Jensen,HR,2020-12-08,48244,Active
1150,Larry,Edwards,Legal,2022-07-10,54743,Active
1151,Wanda,Roth,Finance,2022-05-30,137102,Terminated
1152,Debra,Marquez,Finance,2016-02-09,86101,Active
1153,Samuel,Lambert,HR,2016-12-29,124227,Active
1154,Zachary,Ferguson,Finance,2024-07-20,139532,Active
1155,David,Beltran,Marketing,2021-09-27,96378,Active
1156,Jeffrey,Campos,Engineering,2020-01-10,111126,Terminated
1157,Matthew,Owens,IT,2024-03-26,96071,Active
1158,Brianna,Anderson,Engineering,2023-01-09,111121,Active
1159,Jerry,Hess,HR,2022-05-07,114763,Active
1160,Jeffrey,Gillespie,Sales,2024-11-17,133814,Active
1161,Chad,Mcdonald,IT,2024-10-21,144350,Active
1162,Crystal,Bryant,HR,2023-12-19,52237,Active
1163,Jeremy,Cohen,Legal,2019-07-25,55649,Active
1164,Rebecca,Mckinney,Sales,2017-11-26,77713,Active
1165,Michele,Marshall,Engineering,2021-08-16,113463,Active
1166,Chad,Hall,HR,2023-02-01,85409,Active
1167,John,Walker,Legal,2019-03-11,88766,Active
1168,Elizabeth,Callahan,IT,2017-05-19,86154,Active
1169,Jason,Jensen,IT,2015-05-25,47016,Active
1170,David,Durham,Operations,2019-11-30,119563,Active
1171,Selena,Myers,Legal,2019-10-22,88688,Active
1172,Ashley,Lyons,Marketing,2016-08-04,129678,Active
1173,Thomas,Ortega,Finance,2019-05-23,94238,Active
1174,Kristen,Mccormick,Sales,2024-05-15,98608,Active
1175,Lindsey,Khan,Legal,2020-03-03,129081,Active
1176,James,Chavez,Operations,2020-11-17,71897,Active
1177,Collin,Johnson,Finance,2024-11-07,90961,Active
1178,Ryan,Alvarez,Finance,2021-11-06,108703,Active
1179,Rodney,Bell,HR,2015-10-17,84757,Active
1180,Stuart,Murray,Finance,2019-10-21,66917,Active
1181,Jessica,Jackson,Marketing,2021-04-16,62736,Active
1182,Emily,Tate,IT,2019-09-16,67990,Active
1183,Tracey,Munoz,Operations,2019-05-26,102551,Active
1184,Corey,Anderson,Finance,2015-05-07,98161,Active
1185,Richard,Garcia,HR,2017-04-02,119623,Active
1186,Matthew,Roth,Marketing,2020-05-10,62440,Active
1187,Michelle,Robles,Engineering,2024-10-22,75205,Active
1188,John,Nguyen,IT,2020-08-06,120811,Active
1189,James,Banks,IT,2019-08-21,95103,Active
1190,Shane,Sparks,Operations,2018-03-06,110812,Active
1191,Robert,Patel,IT,2022-09-08,81627,Active
1192,Joshua,Morales,Finance,2023-01-04,146122,Terminated
1193,John,Gutierrez,HR,2015-06-07,143032,On Leave
1194,Sandra,Oliver,IT,2022-08-15,59008,Active
1195,Scott,Kelley,IT,2015-04-16,111274,Active
1196,Michelle,Dickson,Engineering,2023-01-27,72402,Active
1197,Andrea,Reyes,Engineering,2015-10-07,93384,Active
1198,Brent,Peterson,Sales,2021-03-29,45793,Active
1199,Yvette,Cervantes,Marketing,2023-04-22,142827,Active
1200,Mary,Garza,Finance,2024-08-09,45571,Active
1201,Tanya,Mueller,IT,2018-11-04,136867,Active
1202,Sara,Graham,Legal,2022-02-02,56209,Active
1203,Melinda,Cobb,IT,2016-02-19,130930,Active
1204,Gabriel,Stephens,HR,2024-12-30,83148,Active
1205,Todd,Young,Sales,2016-06-28,131218,Terminated
1206,Jason,Bates,Marketing,2019-11-03,42224,Active
1207,Richard,Miller,Legal,2024-07-08,146693,Active
1208,Brian,Galvan,Sales,2020-06-24,88695,Active
1209,Nicholas,Andrews,Operations,2016-03-23,149988,On Leave
1210,Tricia,Tucker,Marketing,2022-08-18,148944,Active
1211,Joseph,Vargas,IT,2018-03-13,72441,Active
1212,Kristen,Ford,IT,2019-07-12,146966,Active
1213,Spencer,Peters,Marketing,2019-11-01,79129,Active
1214,Rodney,Short,IT,2019-07-21,140252,Active
1215,Susan,Thompson,Finance,2023-07-23,102368,Active
1216,Wendy,Blanchard,Marketing,2017-04-20,132122,Active
1217,Angela,Jones,Sales,2019-01-03,84760,Terminated
1218,Jennifer,Rodriguez,Marketing,2018-02-08,63478,Active
1219,Eric,Cervantes,Legal,2017-08-20,111854,Active
1220,Kenneth,Wise,IT,2015-12-25,134230,Active
1221,Tanya,Gray,Finance,2019-02-04,125716,Active
1222,Beth,Snyder,Finance,2017-01-31,52180,Terminated
1223,Amy,Keller,Operations,2015-10-17,138538,Active
1224,Julie,Davis,Sales,2018-04-09,55372,Active
1225,Brian,Montoya,Engineering,2023-10-04,69796,Active
1226,Breanna,Clay,Engineering,2022-08-17,98272,Active
1227,Wesley,Berger,Marketing,2025-01-01,129963,Active
1228,Melissa,Fields,Operations,2020-07-14,138826,Active
1229,Eric,Smith,HR,2015-11-07,133635,Active
1230,Susan,Thomas,Marketing,2024-07-20,94040,Active
1231,Christopher,Hernandez,Operations,2019-01-06,115357,Active
1232,Jacob,Schmidt,Sales,2016-03-03,111368,Active
1233,Brooke,Price,Sales,2019-07-18,118356,On Leave
1234,Emma,Lane,Sales,2019-07-08,56211,Active
1235,Joe,Gonzalez,Sales,2015-05-31,145426,Active
1236,David,Maldonado,Sales,2021-02-23,45842,Active
1237,Pamela,Stewart,Operations,2024-05-01,103115,Active
1238,John,Hudson,Operations,2015-11-24,106852,Active
1239,Brooke,Gentry,Finance,2019-02-17,85968,Terminated
1240,Christine,Torres,Legal,2021-02-01,57508,Active
1241,Robert,Harding,Engineering,2016-12-29,62005,Terminated
1242,Brandy,Graham,IT,2016-06-15,94575,Active
1243,Alexandra,Haas,Sales,2023-10-06,120742,Active
1244,Sarah,Cooper,HR,2022-09-08,58971,Terminated
1245,James,Davis,IT,2017-01-23,65599,Active
1246,Jennifer,Smith,Operations,2023-10-31,127592,On Leave
1247,John,Downs,HR,2016-06-15,106914,Active
1248,Randy,Powell,HR,2019-03-03,107055,Terminated
1249,Emily,Anderson,HR,2018-08-10,127697,Active
1250,Kevin,Phillips,Finance,2020-09-05,146239,Active
1251,Leslie,Wood,Operations,2024-11-03,144397,Active
1252,Karen,Dunn,HR,2021-06-15,45355,Active
1253,Charles,Brown,Sales,2022-03-19,94120,Active
1254,Stephen,Warner,Marketing,2016-05-08,114619,Active
1255,Yolanda,Hoover,HR,2022-05-24,78342,Active
1256,Wendy,Howard,Finance,2019-12-15,125992,Active
1257,Charles,Callahan,IT,2017-07-28,118860,Active
1258,Jason,Glenn,Operations,2015-07-23,42257,Active
1259,Joseph,Young,Legal,2020-09-10,67364,Active
1260,Sarah,Park,Finance,2021-04-07,64972,Active
1261,Nicole,Long,HR,2020-11-01,66654,Active
1262,Natasha,Flores,Operations,2022-01-30,120769,Active
1263,Mike,Reyes,Marketing,2021-07-06,121423,Active
1264,Eric,James,HR,2023-02-22,69320,Terminated
1265,Martha,Gardner,Finance,2020-02-21,60808,Active
1266,Jade,Bates,Engineering,2015-09-01,92389,Active
1267,Cheryl,Wells,Sales,2017-11-12,135690,Active
1268,Vanessa,Lopez,Legal,2021-05-27,74773,Active
1269,Destiny,Cruz,IT,2015-11-24,91168,Active
1270,Alan,Middleton,Finance,2020-02-01,67747,Active
1271,Lisa,Larsen,Operations,2017-09-09,116396,Active
1272,Kevin,Moore,Legal,2015-07-28,148374,Active
1273,Elizabeth,Bright,Legal,2016-12-11,147692,Active
1274,Sheila,Santiago,Legal,2018-09-26,123692,Active
1275,Dennis,Taylor,HR,2020-06-18,97505,Terminated
1276,Darrell,Jones,Sales,2023-10-29,125896,Active
1277,Daniel,Smith,HR,2023-10-13,58135,Active
1278,Angela,Griffith,Operations,2025-01-11,130887,On Leave
1279,Joseph,Tucker,HR,2020-12-27,136035,Active
1280,Cassandra,Kim,Engineering,2018-10-17,87377,Active
1281,Jennifer,Branch,Sales,2021-08-01,63554,Active
1282,James,Miller,Sales,2025-01-18,102491,On Leave
1283,Cynthia,May,Operations,2015-09-10,95621,On Leave
1284,Joseph,Perry,IT,2017-09-09,98283,Active
1285,Tracy,Bryant,Engineering,2021-08-15,125140,Active
1286,Rebecca,Mccormick,Finance,2016-06-21,56923,Active
1287,Meghan,Munoz,HR,2016-06-14,87591,Active
1288,Christopher,Simmons,Marketing,2018-12-16,102261,Active
1289,Rodney,White,HR,2024-10-03,94336,Terminated
1290,Joshua,Hicks,Legal,2023-09-14,114083,Active
1291,Adam,Arnold,HR,2024-11-28,100948,Active
1292,Kellie,Cole,Finance,2024-06-18,149819,Active
1293,Dana,Kelly,HR,2022-04-01,73002,Active
1294,Jose,Lopez,Engineering,2024-04-22,120098,Active
1295,Joyce,Jacobs,Engineering,2017-03-14,113016,Active
1296,Andrea,Lane,Sales,2024-02-12,66672,Terminated
1297,Ronald,Bradford,Operations,2016-01-05,44213,Terminated
1298,Alec,Young,IT,2023-03-04,50293,Active
1299,Charles,Shaw,Marketing,2024-01-22,139977,Terminated
1300,Nicole,Jenkins,Legal,2023-12-28,95860,Active
1301,Rebecca,Payne,HR,2022-08-22,102507,Active
1302,Amy,Richardson,HR,2020-07-12,97134,Active
1303,Mary,Good,Finance,2019-09-19,42100,Active
1304,Brandi,Carroll,Operations,2018-06-15,101997,Terminated
1305,Earl,Bush,Engineering,2024-12-03,68172,Active
1306,David,Wilson,Marketing,2020-02-15,60132,Active
1307,Kyle,Olson,Sales,2019-04-16,58199,Active
1308,Rachel,Vaughn,Engineering,2020-09-23,76609,Active
1309,Laura,Thomas,Legal,2019-04-10,82965,Active
1310,Michelle,Simon,Operations,2021-04-18,48016,Active
1311,Rachel,Terrell,Legal,2019-01-24,79779,Active
1312,Jason,Terrell,IT,2022-11-22,142797,Active
1313,John,Maxwell,Sales,2020-06-29,71881,Active
1314,Curtis,Marshall,IT,2017-02-06,122594,Active
1315,Kimberly,Miller,Finance,2019-03-28,64472,Active
1316,Nicole,Wu,Legal,2022-09-16,146882,Active
1317,Richard,Davis,Finance,2022-02-10,140462,Active
1318,Christine,Kennedy,HR,2021-04-17,91813,Active
1319,Eric,Harmon,IT,2016-06-29,140368,Active
1320,Sarah,Horne,Operations,2021-02-15,76021,Terminated
1321,Michelle,Miller,Legal,2024-09-02,94131,Active
1322,Theresa,Schultz,Marketing,2023-09-27,64087,Active
1323,Lisa,Yates,Sales,2016-06-09,52828,On Leave
1324,Nicole,Edwards,Engineering,2021-04-20,101610,Active
1325,Angel,Brown,Operations,2023-05-17,136664,Active
1326,Jill,Cooper,Operations,2019-01-21,41401,Active
1327,Martin,Osborne,Finance,2022-10-10,125179,On Leave
1328,Sarah,Harrison,IT,2022-04-06,55193,Terminated
1329,Leah,Hunt,Legal,2019-01-17,132389,Active
1330,Michelle,Harrison,Legal,2024-10-27,84864,Active
1331,Lisa,Gross,HR,2017-04-08,60307,Active
1332,Joseph,Fisher,HR,2024-04-13,142518,On Leave
1333,Kristin,Yu,Sales,2019-04-22,59611,On Leave
1334,Daniel,Yates,Finance,2022-01-26,83791,Active
1335,Monica,Roberts,Operations,2025-01-31,51950,Active
1336,Michele,Johnson,Legal,2017-06-27,116240,Active
1337,Jeffrey,Livingston,Marketing,2019-07-26,148647,Active
1338,Lisa,Curry,Finance,2020-01-07,117403,Active
1339,Steven,Acosta,Sales,2020-12-12,42745,Active
1340,Kevin,Elliott,Sales,2020-06-23,95243,Active
1341,Laura,Brown,Finance,2017-02-22,43866,Active
1342,Jeremy,Kennedy,Sales,2016-07-10,72245,On Leave
1343,Andrew,Jackson,Finance,2022-02-01,84724,Active
1344,James,Williams,Engineering,2022-04-20,111354,Active
1345,Mark,Mooney,Finance,2023-09-24,91374,Active
1346,Michelle,Lamb,IT,2017-08-30,70116,On Leave
1347,Tammy,Weber,Finance,2024-12-08,121029,Active
1348,Joshua,Mitchell,Sales,2023-07-18,133574,Active
1349,Darlene,Miller,Legal,2018-07-04,60447,Active
1350,Ricardo,Wagner,IT,2018-03-13,70431,Active
1351,Tina,York,Sales,2022-11-11,57908,Active
1352,Amanda,Ramirez,HR,2015-05-27,69336,Active
1353,Sheila,Anderson,HR,2017-12-22,80992,Terminated
1354,Darrell,Campbell,Legal,2017-03-11,95350,Active
1355,Tara,Hodge,Legal,2022-04-05,109561,Active
1356,Gregory,Smith,IT,2019-08-14,91955,Active
1357,Sydney,Rodriguez,Engineering,2024-07-28,101240,Active
1358,Joseph,Thompson,Legal,2023-02-17,60093,Active
1359,Daniel,Vargas,HR,2016-11-08,46155,Active
1360,Ryan,Hernandez,Finance,2017-04-15,86607,Active
1361,Jessica,Griffin,Sales,2015-09-19,73487,Active
1362,Lee,Morton,HR,2022-06-23,95668,Active
1363,Catherine,Green,HR,2015-07-18,60963,Active
1364,William,Haynes,Engineering,2017-12-23,90124,Active
1365,Paul,Washington,IT,2016-05-18,92870,On Leave
1366,Barbara,Lloyd,IT,2017-05-22,96547,Active
1367,Jonathan,Atkins,Operations,2023-11-24,104110,Active
1368,Jeanne,Cooper,Engineering,2024-02-22,93554,Active
1369,Aaron,Miller,Finance,2021-09-27,60936,Active
1370,Sara,Thomas,IT,2022-04-28,44426,Active
1371,Amanda,Peck,Sales,2021-03-01,128839,Terminated
1372,Jennifer,Moore,Legal,2017-04-21,67606,Active
1373,Judy,Crawford,Engineering,2021-12-24,87832,Active
1374,Emily,Chaney,Legal,2024-08-11,68151,Active
1375,Michael,Townsend,HR,2019-03-31,119303,Active
1376,Chad,Young,Sales,2020-02-17,51308,Active
1377,Elizabeth,Alexander,Sales,2017-02-28,149781,Active
1378,Mark,Walsh,HR,2020-11-12,102522,Active
1379,Lee,Clark,Engineering,2020-11-11,85671,Terminated
1380,Melanie,Navarro,HR,2016-12-20,130306,Active
1381,Jennifer,Reed,Legal,2015-11-28,134108,Active
1382,Kevin,May,Operations,2016-05-23,146984,Active
1383,Kyle,Campos,Sales,2021-03-05,42204,Active
1384,Ricky,Wilson,Marketing,2022-10-10,132769,Active
1385,Richard,Jackson,Marketing,2022-02-03,127265,Active
1386,Kenneth,Ross,Legal,2022-10-15,71131,On Leave
1387,David,Turner,Finance,2022-07-20,92428,Terminated
1388,Robert,Reese,IT,2020-01-22,73870,Terminated
1389,Shelby,Goodwin,HR,2023-04-03,143547,Active
1390,Erica,Patel,HR,2017-06-05,144918,Active
1391,Raven,James,Finance,2018-04-04,89067,Active
1392,Christina,Thornton,Finance,2023-10-21,98585,Active
1393,Kevin,Wells,Legal,2016-07-24,147011,Active
1394,Amy,Thomas,Legal,2017-09-23,61607,Active
1395,Aaron,Berg,Finance,2015-04-09,64968,Active
1396,Justin,Smith,Sales,2021-06-06,138934,Active
1397,Russell,Ho,Legal,2022-11-08,51908,Active
1398,Bethany,Cole,Operations,2021-08-04,66423,Active
1399,Diana,Gregory,Legal,2020-08-03,149151,Active
1400,Steven,Nixon,HR,2022-08-07,114707,Active
1401,Scott,Vega,Legal,2018-02-22,118257,Active
1402,Jason,Williams,Sales,2023-10-16,101215,Active
1403,Thomas,Hardin,Finance,2019-11-21,95835,Active
1404,Rachel,Walsh,HR,2016-10-14,89429,Active
1405,Laura,Blanchard,Legal,2019-02-02,122152,Active
1406,Gene,Reynolds,Sales,2020-03-12,148048,Active
1407,Christopher,Hull,Operations,2023-07-13,78458,Active
1408,Zachary,Garrison,Legal,2020-12-09,86169,Active
1409,Cynthia,Rogers,Sales,2015-12-17,47659,Active
1410,Matthew,Adams,Operations,2024-09-25,100614,Active
1411,Loretta,Garcia,Finance,2023-12-11,148905,Terminated
1412,Karen,Pena,Legal,2024-01-27,117240,Active
1413,Emily,Myers,Operations,2024-12-31,72793,Active
1414,Jeffrey,Mejia,HR,2023-10-14,86473,Active
1415,James,Curry,Finance,2022-05-25,136762,Active
1416,Andrew,Navarro,HR,2019-12-28,129388,Active
1417,John,Chapman,Marketing,2020-08-17,137618,Active
1418,Thomas,Lee,Engineering,2021-09-02,128330,On Leave
1419,Melissa,Rogers,Legal,2020-07-22,146956,Active
1420,Charles,Vaughn,Operations,2018-03-04,95751,Active
1421,Robert,White,Engineering,2017-07-28,118915,Active
1422,Crystal,Kelley,Engineering,2015-11-07,94254,Terminated
1423,James,Chambers,Operations,2018-09-21,47006,Active
1424,Heather,Decker,Finance,2022-06-18,114218,Active
1425,Troy,Smith,Legal,2023-12-20,105344,Active
1426,John,Davis,Marketing,2019-11-15,73840,Active
1427,Diana,Garcia,HR,2024-12-02,72430,Active
1428,Adam,Griffin,Sales,2020-06-26,63091,Active
1429,Karen,Robinson,HR,2016-10-30,72983,Active
1430,Kayla,Campbell,Sales,2021-01-17,63989,Active
1431,Daniel,Lee,HR,2019-12-25,115451,Terminated
1432,Ronald,Johnson,Operations,2017-12-14,148088,Active
1433,Gregory,Davis,Marketing,2017-02-25,58990,On Leave
1434,Susan,Mays,Legal,2020-01-13,130270,Active
1435,April,Douglas,Sales,2019-10-18,120360,Active
1436,Brent,Houston,Legal,2023-06-01,76081,Active
1437,John,Sampson,Legal,2022-08-09,51033,Active
1438,Melinda,Little,Legal,2018-12-10,148272,Active
1439,Stephen,Erickson,IT,2018-01-07,56241,Active
1440,Laurie,Wilson,Finance,2020-01-17,45939,Active
1441,Elizabeth,Gates,HR,2019-07-21,87562,Active
1442,Vanessa,Anderson,Legal,2016-12-10,75063,Active
1443,Caitlin,Douglas,HR,2019-01-29,140000,Active
1444,Stephanie,Yoder,Legal,2019-11-17,116721,Active
1445,Patricia,Knight,Sales,2017-07-15,67045,Active
1446,Cheyenne,Coffey,Finance,2016-10-08,84769,Terminated
1447,Jennifer,Kemp,Finance,2018-08-28,87118,Active
1448,William,Dominguez,Operations,2024-07-13,124703,Active
1449,Maria,King,IT,2023-10-16,141948,Active
1450,Amy,Owens,Operations,2018-01-04,61625,Active
1451,Phyllis,Mayer,Operations,2015-08-08,144724,On Leave
1452,Julia,Fowler,Operations,2015-10-24,67076,Active
1453,Thomas,Livingston,Operations,2024-04-27,104805,Active
1454,Jonathon,Hill,Operations,2024-04-15,84605,Active
1455,John,Simmons,Marketing,2018-06-16,124565,Active
1456,Dana,Berger,Finance,2015-04-02,128509,On Leave
1457,Katie,Carrillo,Operations,2023-06-12,79121,Active
1458,Adrienne,Morris,Legal,2015-07-30,105101,Active
1459,Courtney,Martin,Finance,2021-06-04,71433,Active
1460,Joshua,Jones,Finance,2018-08-05,83309,Active
1461,Chris,Waters,Engineering,2019-12-07,107468,Active
1462,Justin,Reyes,Marketing,2024-11-08,84254,Active
1463,Joseph,Cook,Operations,2022-05-24,107293,Active
1464,Luis,Brown,HR,2022-09-15,136258,Terminated
1465,Amber,Sosa,Sales,2023-12-31,77853,Active
1466,Devon,Baker,IT,2017-04-14,78405,Active
1467,Jesse,Alexander,Legal,2022-11-10,106652,Active
1468,Heather,Vasquez,HR,2020-02-26,83527,On Leave
1469,Jasmine,Mcfarland,Marketing,2017-01-01,117227,Active
1470,Caleb,Bishop,Sales,2017-03-06,40492,Active
1471,Rick,White,Marketing,2022-09-12,133418,Active
1472,Amy,Vasquez,Legal,2022-06-29,48811,Active
